user_id,reaction_time,correct
8,0.319397,1
8,0.298492,1
8,0.367767,1
8,0.36145,1
8,0.340179,1
8,0.395477,1
8,0.368408,1
8,0.284546,1
8,0.332886,1
8,0.437195,1
8,0.423157,1
8,0.409424,1
8,0.367859,1
8,0.402588,1
8,0.464844,1
9,0.520508,1
9,0.385376,1
9,0.325317,1
9,0.315308,1
9,0.330322,1
9,0.305298,1
9,0.335327,1
9,0.445435,1
9,0.360352,1
9,0.235229,1
9,0.330322,1
9,0.375366,1
9,0.290283,1
9,0.360367,1
9,0.385376,1
9,0.315308,1
9,0.365356,1
9,0.415405,1
9,0.375366,1
9,0.320312,1
9,0.395386,1
9,0.345337,1
9,0.400391,1
9,0.390381,1
9,0.380371,1
9,0.445435,1
9,0.380371,1
9,0.450439,1
9,0.405396,1
9,0.455444,1
9,0.350342,1
9,0.42041,1
9,0.540527,1
9,0.45047,1
9,0.375366,1
9,0.365356,1
9,0.4104,1
9,0.470459,1
9,0.365356,0
9,0.695679,1
9,0.305298,1
9,0.600586,1
9,0.615601,1
9,0.405396,1
9,0.340332,1
9,0.385376,1
9,0.485474,1
9,0.595581,1
9,0.480469,1
9,0.550537,1
9,0.355347,1
9,0.290283,0
9,0.380371,1
9,0.405396,0
9,0.535522,1
9,0.450439,1
9,0.325317,1
9,0.580566,1
9,0.355347,1
9,0.365356,1
9,0.335327,1
9,0.325317,1
9,0.380371,1
9,0.355347,1
9,0.455444,1
9,0.380371,1
9,0.315308,1
9,0.490479,1
9,0.435425,1
9,0.4104,1
9,0.335327,1
9,0.480469,1
9,0.405396,1
9,0.43042,1
9,0.345337,1
9,0.370361,1
9,0.370361,1
9,0.385376,1
10,0.175171,1
10,0.2052,1
10,0.230225,1
10,0.210205,1
10,0.180176,1
10,0.2052,1
10,0.160156,1
10,0.180176,1
10,0.2052,0
10,0.22522,1
10,0.190186,1
10,0.185181,1
10,0.210205,1
10,0.185181,1
10,0.235229,1
10,0.200195,1
10,0.180176,1
10,0.200195,1
10,0.19519,1
10,0.185181,1
10,0.185181,1
10,0.200195,1
10,0.185181,0
10,0.220215,1
10,0.210205,1
10,0.175171,1
10,0.19519,1
10,0.175171,1
10,0.2052,1
10,0.175171,1
10,0.180176,1
10,0.21521,1
10,0.2052,1
10,0.175171,1
10,0.190186,1
10,0.180176,1
10,0.200195,1
10,0.2052,1
10,0.185181,1
10,0.160156,1
10,0.175171,1
10,0.19519,1
10,0.185181,1
10,0.180176,1
10,0.365356,1
10,0.180176,1
10,0.210205,1
10,0.21521,1
10,0.21521,1
10,0.190186,1
10,0.21521,1
10,0.2052,1
10,0.19519,1
10,0.210205,1
10,0.21521,1
10,0.185181,1
10,0.185181,1
10,0.2052,1
10,0.205215,1
10,0.19519,1
10,0.210205,1
10,0.19519,1
10,0.22522,1
10,0.190186,1
10,0.200195,1
10,0.175171,1
10,0.220215,1
10,0.175171,1
10,0.170166,1
10,0.210205,1
10,0.19519,1
10,0.220215,1
10,0.185181,1
10,0.185181,1
10,0.230225,1
10,0.180176,1
10,0.2052,1
10,0.180176,1
10,0.170166,1
10,0.210205,1
11,0.21521,1
11,0.255249,1
11,0.185181,1
11,0.210205,1
11,0.185181,1
11,0.21524,1
11,0.21521,1
11,0.180222,1
11,0.220291,1
11,0.200195,1
11,0.2052,1
11,0.210205,1
11,0.220215,1
11,0.21521,1
11,0.175171,1
11,0.21521,1
11,0.200195,1
11,0.210205,1
11,0.19519,1
11,0.180176,1
11,0.200195,1
11,0.200195,1
11,0.21521,1
11,0.180176,1
11,0.250244,1
11,0.250244,1
11,0.180176,1
11,0.205261,1
11,0.175171,1
11,0.21521,1
11,0.190186,1
11,0.220215,1
11,0.19519,1
11,0.200195,1
11,0.185181,1
11,0.210205,1
11,0.21521,1
11,0.235229,1
11,0.240234,1
11,0.22522,1
11,0.19519,1
11,0.21521,1
11,0.2052,1
11,0.2052,1
11,0.335327,1
11,0.190186,1
11,0.23027,1
11,0.345337,1
11,0.255249,1
11,0.24028,1
11,0.200195,1
11,0.22522,1
11,0.185211,1
11,0.22522,1
11,0.190186,1
11,0.22522,1
11,0.220215,1
11,0.185181,1
11,0.310303,1
11,0.210205,1
11,0.19519,1
11,0.230225,1
11,0.245239,1
11,0.240234,1
11,0.195236,1
11,0.180176,1
11,0.275269,1
11,0.200195,1
11,0.220215,1
11,0.19519,1
11,0.310303,1
11,0.240234,1
11,0.290283,1
11,0.19519,1
11,0.230225,1
11,0.230225,1
11,0.250244,1
11,0.340332,1
11,0.200195,1
11,0.200195,1
12,0.185006,0
12,0.260006,1
12,0.165004,0
12,0.205005,1
12,0.245006,1
12,0.225005,1
12,0.195004,1
12,0.205005,1
12,0.200005,0
12,0.210005,1
12,0.215008,1
12,0.21501,1
12,0.205002,1
12,0.219997,1
12,0.19001,0
12,0.255003,1
12,0.230003,1
12,0.210003,1
12,0.180006,1
12,0.229996,1
12,0.190041,0
12,0.175037,1
12,0.230423,1
12,0.225048,1
12,0.225048,1
12,0.240051,1
12,0.200043,1
12,0.250053,1
12,0.220047,1
12,0.24506,1
12,0.160034,1
12,0.205044,0
12,0.360077,1
12,0.225048,1
12,0.205044,1
12,0.18504,1
12,0.190094,0
12,0.200043,1
12,0.190041,1
12,0.195042,1
12,0.18504,1
12,0.220047,1
12,0.200043,1
12,0.229874,1
12,0.224876,1
12,0.249863,1
12,0.25486,1
12,0.25486,1
12,0.324921,1
12,0.229927,1
12,0.209885,0
12,0.194893,1
12,0.209892,1
12,0.314827,1
12,0.25486,1
12,0.219879,1
12,0.259857,1
12,0.284851,1
12,0.249893,1
12,0.19989,0
12,0.219879,1
12,0.214882,1
12,0.289848,1
12,0.184898,1
12,0.204887,1
12,0.214882,0
12,0.214882,1
12,0.259857,1
12,0.224876,1
12,0.264854,0
12,0.214882,1
12,0.194893,1
12,0.204887,1
12,0.25486,1
12,0.164909,1
12,0.229874,1
12,0.214882,1
12,0.179901,1
12,0.209885,1
12,0.19989,1
13,0.360015,1
13,0.22501,0
13,0.240009,1
13,0.255009,1
13,0.190007,1
13,0.195004,1
13,0.230005,1
13,0.185004,1
13,0.240005,1
13,0.190005,1
13,0.185004,1
13,0.200014,1
13,0.180014,1
13,0.20001,1
13,0.205006,0
13,0.215008,1
13,0.280022,1
13,0.199999,1
13,0.20002,1
13,0.175011,1
13,0.195015,1
13,0.200016,1
13,0.240026,1
13,0.19001,1
13,0.205044,1
13,0.195042,1
13,0.210045,0
13,0.205044,1
13,0.170036,1
13,0.195042,1
13,0.215046,1
13,0.200043,1
13,0.275059,1
13,0.260056,1
13,0.255054,1
13,0.190041,1
13,0.190041,1
13,0.225048,1
13,0.250053,0
13,0.155033,1
13,0.190041,1
13,0.240051,0
13,0.230049,1
13,0.190041,1
13,0.205044,0
13,0.195042,1
13,0.23505,1
13,0.179901,1
13,0.174904,1
13,0.179901,1
13,0.244865,1
13,0.234871,1
13,0.184898,1
13,0.229889,1
13,0.209885,1
13,0.239868,1
13,0.179901,1
13,0.204887,0
13,0.19989,1
13,0.184898,1
13,0.19989,1
13,0.274849,1
13,0.204887,1
13,0.189896,1
13,0.184898,1
13,0.189896,1
13,0.219879,1
13,0.229874,1
13,0.169907,1
13,0.289894,0
13,0.19989,1
13,0.494728,1
13,0.219879,1
13,0.219879,1
13,0.204887,1
13,0.289841,1
13,0.174904,1
13,0.184898,1
13,0.229874,1
13,0.19989,0
14,0.539909,1
14,0.295532,1
14,0.364944,1
14,0.35495,1
14,0.455097,1
14,0.290062,1
14,0.240051,1
14,0.265057,1
14,0.200043,1
14,0.18504,1
14,0.210045,1
14,0.275059,1
14,0.205044,0
14,0.230049,1
14,0.210045,1
14,0.195042,1
14,0.250053,0
14,0.225048,1
14,0.275059,1
14,0.260056,1
14,0.225048,1
14,0.230049,1
14,0.275059,1
14,0.245052,1
14,0.225048,0
14,0.245052,1
14,0.230049,0
14,0.205044,1
14,0.289841,1
14,0.204895,1
14,0.25486,1
14,0.209885,1
14,0.324821,1
14,0.204887,1
14,0.234871,0
14,0.244865,1
14,0.269852,1
14,0.249863,1
14,0.259857,1
14,0.284843,1
14,0.449753,1
14,0.289841,1
14,0.394783,1
14,0.284843,1
14,0.289841,1
14,0.279846,1
14,0.234871,1
14,0.289841,1
14,0.314827,1
14,0.274849,1
14,0.34481,1
14,0.234871,0
14,0.249863,1
14,0.299835,1
14,0.289841,1
14,0.234871,1
14,0.264854,1
14,0.319824,1
14,0.289841,1
14,0.279846,1
14,0.279846,1
14,0.279846,1
14,0.25486,1
14,0.234871,0
14,0.369797,1
14,0.219879,1
14,0.289841,1
14,0.239868,1
14,0.25486,1
14,0.219879,1
14,0.214882,1
14,0.274849,1
14,0.25486,1
14,0.30983,0
14,0.334816,1
14,0.235229,1
14,0.295288,1
14,0.365356,1
14,0.245239,1
14,0.290283,1
15,0.685024,1
15,0.230038,1
15,0.414997,1
15,0.24999,0
15,0.294985,1
15,0.239994,1
15,0.224983,1
15,0.269976,1
15,0.219984,1
15,0.309965,1
15,0.224989,1
15,0.244984,1
15,0.220047,1
15,0.230049,1
15,0.220047,1
15,0.285061,1
15,0.285061,1
15,0.265057,1
15,0.255054,1
15,0.285061,1
15,0.240051,1
15,0.215057,1
15,0.250057,1
15,0.250053,1
15,0.220047,0
15,0.270058,0
15,0.270058,1
15,0.255054,0
15,0.355076,1
15,0.260056,1
15,0.300064,1
15,0.270058,1
15,0.220047,1
15,0.240051,0
15,0.350075,1
15,0.25486,1
15,0.299835,1
15,0.284843,1
15,0.514771,1
15,0.324829,1
15,0.369797,1
15,0.469742,1
15,0.2799,1
15,0.274849,1
15,0.359848,1
15,0.259857,1
15,0.269852,0
15,0.239868,1
15,0.239868,1
15,0.224876,0
15,0.219879,1
15,0.239868,1
15,0.234871,1
15,0.284859,1
15,0.249886,1
15,0.249863,1
15,0.314827,1
15,0.339813,1
15,0.244865,1
15,0.199921,1
15,0.30983,1
15,0.239868,1
15,0.239868,1
15,0.299835,1
15,0.244865,1
15,0.229874,1
15,0.244865,1
15,0.294838,0
15,0.489731,0
15,0.309837,1
15,0.414772,1
15,0.259857,1
15,0.274849,1
15,0.25486,1
15,0.244865,1
15,0.249863,0
15,0.30983,1
15,0.295288,1
15,0.280273,1
15,0.325317,1
16,0.280273,1
16,0.240234,1
16,0.230225,1
16,0.255249,1
16,0.265259,1
16,0.275269,1
16,0.250244,1
16,0.275299,1
16,0.315308,0
16,0.255249,1
16,0.300293,0
16,0.525513,1
16,0.390381,1
16,0.290283,1
16,0.280273,1
16,0.22522,1
16,0.325317,1
16,0.335327,1
16,0.220215,1
16,0.280273,1
16,0.310303,1
16,0.365356,1
16,0.415405,1
16,0.265259,1
16,0.385376,1
16,0.415405,1
16,0.285278,1
16,0.415405,1
16,0.365356,1
16,0.290283,1
16,0.365356,1
16,0.575562,1
16,0.505493,1
16,0.265259,1
16,0.490479,0
16,0.280273,0
16,0.310303,1
16,0.365356,1
16,0.285278,1
16,0.275269,1
16,0.600586,1
16,0.235229,1
16,0.245239,1
16,0.245239,1
16,0.265259,1
16,0.270264,1
16,0.300293,0
16,0.220215,1
16,0.260254,1
16,0.365356,1
16,0.425415,1
16,0.270264,1
16,0.535522,1
16,0.290283,1
16,0.675659,1
16,0.390381,1
16,0.21521,0
16,0.255249,1
16,0.210205,0
16,0.460449,1
16,0.345337,1
16,0.405396,1
16,0.220215,1
16,0.62561,1
16,0.400391,1
16,0.24527,1
16,0.210205,0
16,0.275269,1
16,0.260254,1
16,0.255249,1
16,0.265259,1
16,0.265259,0
16,0.245239,1
16,0.315308,1
16,0.330322,1
16,0.220215,1
17,0.225005,1
17,0.230005,1
17,0.260006,1
17,0.170004,1
17,0.240008,0
17,0.270006,1
17,0.285021,1
17,0.330004,1
17,0.370005,1
17,0.339991,1
17,0.264997,1
17,0.249996,1
17,0.224995,1
17,0.284986,1
17,0.284992,1
17,0.315044,0
17,0.260015,1
17,0.264997,1
17,0.324993,1
17,0.275059,1
17,0.270058,1
17,0.250053,1
17,0.28006,1
17,0.275059,1
17,0.220047,1
17,0.325069,1
17,0.245052,1
17,0.310066,1
17,0.415089,1
17,0.285061,0
17,0.335072,1
17,0.240051,0
17,0.255054,1
17,0.28006,1
17,0.255054,0
17,0.300064,1
17,0.260059,1
17,0.205044,0
17,0.390083,1
17,0.28006,1
17,0.230057,1
17,0.284843,1
17,0.354805,0
17,0.284843,1
17,0.319824,1
17,0.314827,1
17,0.294838,1
17,0.439758,1
17,0.289841,1
17,0.324821,1
17,0.334816,1
17,0.319824,1
17,0.314827,0
17,0.284843,1
17,0.25486,1
17,0.264862,0
17,0.34481,0
17,0.299835,1
17,0.304832,1
17,0.30983,0
17,0.259857,1
17,0.30983,1
17,0.70961,1
17,0.324821,1
17,0.414772,1
17,0.729599,1
17,0.494728,1
17,0.39978,1
17,0.629654,1
17,0.289841,0
17,0.239868,1
17,0.274849,1
17,0.264854,1
17,0.299835,1
17,0.259872,1
17,0.409775,1
17,0.374794,1
17,0.30983,1
17,0.264854,1
18,0.290283,1
18,0.490479,1
18,0.44043,1
18,0.2052,0
18,0.235229,1
18,0.4104,1
18,0.285278,0
18,0.305298,0
18,0.250244,1
18,0.380371,1
18,0.245239,0
18,0.4104,1
18,0.330322,1
18,0.285278,1
18,0.270264,1
18,0.305298,1
18,0.230225,1
18,0.210205,1
18,0.245239,1
18,0.190186,0
18,0.21521,1
18,0.345337,1
18,0.285278,1
18,0.235229,1
18,0.245239,1
18,0.265259,1
18,0.320312,1
18,0.260254,1
18,0.275269,1
18,0.230225,0
18,0.335327,1
18,0.19519,1
18,0.220215,0
18,0.260254,1
18,0.325317,1
18,0.210205,1
18,0.285278,1
18,0.210205,0
18,0.370361,1
18,0.19519,1
18,0.290283,1
18,0.300293,1
18,0.405396,1
18,0.2052,1
18,0.330322,0
18,0.285278,1
18,0.305298,1
18,0.335327,1
18,0.21521,1
18,0.345337,1
18,0.19519,0
18,0.22522,1
18,0.295288,1
18,0.245239,1
18,0.315308,1
18,0.260254,1
18,0.290283,1
18,0.490479,1
18,0.280273,1
18,0.250244,0
18,0.365356,1
18,0.380371,1
18,0.350342,1
18,0.230225,1
18,0.325317,1
18,0.285278,0
18,0.245239,1
18,0.310303,1
18,0.305298,1
18,0.210205,0
18,0.255249,1
18,0.43042,1
18,0.335327,1
18,0.300293,1
18,0.275269,0
18,0.355347,1
18,0.340332,1
18,0.320312,1
18,0.275269,1
18,0.245239,1
19,0.200195,1
19,0.270264,1
19,0.220215,1
19,0.255249,1
19,0.200195,1
19,0.210205,1
19,0.280273,1
19,0.250244,1
19,0.325317,1
19,0.2052,1
19,0.19519,1
19,0.270264,1
19,0.320312,1
19,0.310303,0
19,0.130127,1
19,0.395386,1
19,0.260254,0
19,0.365356,1
19,0.375366,0
19,0.255249,1
19,0.360352,1
19,0.260254,1
19,0.275269,1
19,0.305298,0
19,0.260254,1
19,0.590576,1
19,0.335327,1
19,0.240234,1
19,0.315308,1
19,0.190186,0
19,0.19519,1
19,0.330322,0
19,0.250244,1
19,0.210205,1
19,0.250244,1
19,0.285278,1
19,0.230225,1
19,0.280273,1
19,0.200195,1
19,0.180176,0
19,0.21521,1
19,0.285278,1
19,0.345337,0
19,0.350342,0
19,0.240234,1
19,0.21521,1
19,0.240234,0
19,0.245239,1
19,0.220215,1
19,0.2052,0
19,0.290314,1
19,0.245239,1
19,0.270264,0
19,0.190186,1
19,0.21521,0
19,0.445435,0
19,0.21521,1
19,0.235229,0
19,0.185181,1
19,0.245239,1
19,0.260254,1
19,0.210205,1
19,0.245239,1
19,0.270264,1
19,0.285278,1
19,0.405396,1
